CustomerID,LocationID,Gender,Age,Married,NumberOfDependents,NumberOfReferrals
6005-OBZPH,182,Female,68,No,0,0
6007-TCTST,1455,Female,57,Yes,2,9
6008-NAIXK,512,Male,72,No,0,0
6010-DDPPW,975,Male,61,Yes,0,7
6013-BHCAW,237,Male,27,Yes,3,1
6015-VVHHE,522,Female,68,No,0,0
6016-LVTJQ,272,Female,39,Yes,1,7
6016-NXBNJ,807,Male,53,No,0,0
6017-PPLPX,117,Male,47,Yes,0,1
6022-KOUQO,1066,Female,51,Yes,2,4
6022-UGGSO,1282,Female,70,No,0,0
6023-GSSXW,1600,Female,27,Yes,0,1
6023-YEBUP,944,Male,32,No,0,0
6024-RUGGH,349,Male,22,Yes,2,1
6029-CSMJE,327,Male,63,No,0,0
6029-WTIPC,177,Male,73,No,0,0
6030-REHUX,1024,Female,76,Yes,0,6
6032-IGALN,1233,Female,35,No,0,0
6032-KRXXO,698,Male,33,No,0,0
6034-YMTOB,796,Female,62,No,0,0
6034-ZRYCV,1280,Female,51,Yes,0,1
6035-BXTTY,1169,Female,69,No,0,0
6035-RIIOM,692,Female,39,No,0,0
6036-TTFYU,1422,Female,48,Yes,0,1
6038-GCYEC,474,Female,25,No,0,0
6040-CGACY,1029,Female,48,No,0,0
6047-SUHPR,16,Male,60,Yes,2,5
6047-YHPVI,522,Male,56,No,3,0
6048-NJXHX,1228,Male,21,Yes,0,1
6048-QBXKL,287,Female,68,No,0,0
6048-UWKAL,295,Female,73,Yes,0,2
6050-FFXES,121,Female,51,Yes,0,3
6050-IJRHS,403,Female,47,Yes,1,2
6051-PTVNS,555,Female,31,Yes,1,0
6060-DRTNL,913,Female,66,No,0,0
6060-QBMGV,897,Male,30,Yes,0,9
6061-GWWAV,1056,Male,44,No,1,0
6061-PQHMK,1447,Female,50,No,0,0
6064-PUPMC,1464,Male,59,Yes,2,4
6064-ZATLR,1468,Female,44,No,0,0
6067-NGCEU,317,Female,50,No,0,0
6072-NUQCB,1601,Male,50,Yes,2,1
6075-QMNRR,1234,Female,33,No,0,0
6075-SLNIL,97,Male,47,No,0,0
6077-BDPXA,1602,Female,56,No,0,0
6078-VESFR,371,Male,78,Yes,0,1
6080-LNESI,1154,Male,63,No,0,0
6080-TCMYC,599,Male,55,Yes,3,4
6082-GLJIX,1539,Male,50,No,0,0
6082-OQFBA,301,Male,62,Yes,0,2
6086-ESGRL,1079,Female,53,No,0,0
6087-MVHJH,1454,Female,44,No,0,0
6087-YPWHO,1156,Male,56,Yes,0,1
6088-BXMRG,991,Female,59,Yes,1,2
6092-QZVPP,650,Male,27,No,0,0
6094-ZIVKX,1289,Female,45,No,0,0
6096-EGVTU,1502,Female,50,Yes,1,6
6097-EQISJ,32,Female,41,Yes,0,1
6100-FJZDG,1459,Male,49,Yes,0,10
6100-QQHEB,1395,Male,42,Yes,0,1
6101-IMRMM,929,Male,53,No,0,0
6103-BOCOU,1231,Female,37,No,0,0
6103-LIANB,962,Male,49,Yes,1,3
6103-QCKFX,537,Female,36,Yes,3,10
6108-OQZDQ,918,Female,21,Yes,0,4
6110-OHIHY,519,Male,33,No,0,0
6112-KTHFQ,1592,Female,50,No,0,0
6114-TCFID,1474,Female,47,No,0,0
6115-ZTBFQ,701,Female,56,Yes,0,6
6116-RFVHN,1102,Female,20,Yes,0,10
6119-SPUDB,1075,Male,40,No,0,0
6120-RJKLU,1329,Female,69,Yes,0,9
6121-TNHBO,1186,Female,71,No,0,0
6121-VZNQB,1315,Female,35,No,0,0
6122-EFVKN,204,Male,44,No,0,0
6122-LJADA,1511,Male,31,Yes,1,7
6124-ACRHJ,1153,Female,59,No,0,0
6127-ISGTU,1248,Female,34,Yes,0,1
6127-IYJOZ,805,Male,71,No,0,0
6128-AQBMT,840,Male,65,Yes,0,8
6128-CZOMY,1263,Female,43,No,0,0
6128-DAFVY,1342,Female,58,No,0,0
6131-FOYAS,634,Male,48,No,0,0
6131-IUNXN,1187,Female,47,Yes,2,6
6131-JLWZM,1472,Female,27,No,0,0
6133-OZILE,84,Female,45,No,0,0
6134-KWTBV,223,Male,43,No,0,0
6135-OZQVA,1092,Female,46,No,0,0
6137-MFAJN,1344,Female,62,No,0,0
6137-NICCO,152,Female,39,Yes,2,7
6139-ZZRBQ,1233,Male,79,No,0,0
6140-QNRQQ,865,Male,42,No,0,0
6141-OOXUQ,1357,Male,43,No,0,0
6142-VSJQO,1365,Female,27,Yes,3,0
6143-JQKEA,1340,Male,34,No,0,0
6145-NNPNO,57,Female,45,No,0,0
6147-CBCRA,1600,Female,34,Yes,0,5
6152-ONASV,105,Female,49,Yes,0,4
6156-UZDLF,1484,Female,19,No,0,0
6158-DWPZT,837,Male,53,Yes,0,1
6158-HDPXZ,489,Male,31,No,0,0
6161-ERDGD,1114,Male,57,Yes,3,0
6161-UUUTA,1097,Male,77,No,0,0
6164-HAQTX,611,Male,46,No,0,0
6164-HXUGH,1156,Female,40,Yes,1,1
6166-ILMNY,1157,Female,46,No,0,0
6166-YIPFO,390,Male,33,Yes,0,8
6168-WFVVF,182,Female,69,No,0,0
6168-YBYNP,382,Male,19,No,0,0
6169-PGNCD,604,Female,61,No,0,0
6169-PPETC,844,Male,42,Yes,1,8
6171-ZTVYB,516,Male,42,Yes,0,1
6172-FECYY,1595,Male,55,Yes,0,1
6173-GOLSU,1446,Male,79,Yes,0,4
6173-ITPWD,785,Male,26,Yes,0,1
6174-NRBTZ,1244,Male,44,No,0,0
6175-IRFIT,308,Male,32,No,0,0
6176-YJWAS,1515,Male,43,Yes,0,1
6177-PEVRA,886,Female,58,No,0,0
6178-KFNHS,1367,Female,34,No,0,0
6179-GJPSO,124,Female,67,No,0,0
6180-YBIQI,1444,Male,35,No,0,0
6181-AXXYF,1478,Male,54,Yes,2,3
6184-DYUOB,658,Female,28,Yes,0,5
6185-TASNN,818,Male,71,No,0,0
6188-UXBBR,1403,Female,47,Yes,0,1
6194-HBGQN,1288,Male,22,No,0,0
6195-MELTI,1484,Male,57,No,0,0
6196-HBOBZ,628,Male,31,Yes,0,9
6198-PNNSZ,1506,Female,54,Yes,0,9
6198-RTPMF,645,Female,46,Yes,0,10
6198-ZFIOJ,1342,Female,50,No,0,0
6199-IPCAO,827,Female,62,Yes,2,8
6199-IWKGC,1107,Female,71,Yes,0,5
6202-DYYFX,501,Female,64,No,0,0
6202-JVYEU,126,Male,28,No,0,0
6203-HBZPA,833,Male,57,No,0,0
6204-IEUXJ,1257,Female,30,No,0,0
6207-WIOLX,1485,Female,27,Yes,0,6
6210-KBBPI,967,Male,67,No,0,0
6211-WHMYA,1134,Female,77,No,0,0
6211-WWLTF,874,Male,46,Yes,0,3
6212-ATMLK,1334,Female,42,No,0,0
6214-EDAKZ,420,Female,32,Yes,1,1
6215-NQCPY,417,Male,53,No,0,0
6217-KDYWC,291,Male,58,No,0,0
6217-TOWGS,889,Female,29,Yes,0,5
6218-KNUBD,331,Male,58,No,0,0
6221-AVQYL,1603,Male,37,No,0,0
6223-DHJGV,631,Female,56,No,0,0
6227-FBDXH,262,Male,50,Yes,0,10
6227-HWPWX,787,Female,40,No,0,0
6229-LSCKB,544,Male,69,No,0,0
6229-UOLQL,391,Male,24,Yes,2,8
6230-BSUXY,220,Female,71,No,0,0
6231-WFGFH,346,Male,39,Yes,2,4
6233-HXJMX,1263,Female,42,No,0,0
6234-PFPXL,249,Male,42,Yes,0,6
6234-RAAPL,800,Female,60,Yes,0,7
6235-VDHOM,1110,Female,77,No,0,0
6240-EURKS,577,Female,27,No,0,0
6242-FEGFD,1536,Male,43,Yes,0,5
6242-MBHPK,1251,Female,67,Yes,0,1
6242-SGYTS,1604,Male,19,Yes,3,6
6243-OZGFH,371,Female,47,No,0,0
6244-BESBM,1378,Male,61,Yes,1,6
6248-BSHKG,824,Male,42,Yes,3,7
6248-TKCQV,896,Female,37,Yes,0,5
6250-CGGUN,1542,Male,41,No,0,0
6252-DFGTK,1519,Female,64,Yes,0,1
6253-GNHWH,904,Female,63,Yes,3,9
6253-WRFHY,1333,Male,59,Yes,1,1
6257-DTAYD,89,Male,27,Yes,0,1
6257-RJOHI,788,Male,58,No,0,0
6258-NGCNG,1128,Male,54,No,0,0
6258-PVZWJ,156,Male,38,Yes,0,1
6259-WJQLC,1605,Male,77,No,0,0
6260-ONULR,118,Male,55,No,0,0
6260-XLACS,1460,Male,49,No,0,0
6261-LHRTG,933,Female,27,No,0,0
6261-RCVNS,668,Female,22,No,0,0
6265-FRMTQ,1306,Male,56,No,0,0
6265-SXWBU,1421,Male,35,Yes,2,9
6266-QHOJZ,291,Female,47,No,0,0
6267-DCFFZ,1576,Female,68,Yes,0,8
6270-OMFIW,1506,Male,33,Yes,0,9
6275-YDUVO,1139,Female,62,No,0,0
6278-FEPBZ,894,Female,57,No,0,0
6281-FKEWS,174,Female,58,No,0,0
6283-GITPX,1449,Male,20,No,3,0
6284-AHOOQ,1400,Male,71,No,0,0
6284-KMNUF,1362,Female,33,Yes,0,10
6285-FTQBF,106,Male,53,Yes,3,4
6286-SUUWT,939,Male,44,No,0,0
6286-ZHAOK,740,Female,47,Yes,7,6
6288-CHQJB,1104,Female,21,Yes,0,3
6288-LBEAR,1597,Female,22,No,0,0
6289-CPNLD,849,Male,33,Yes,0,3
6292-TOSSS,1185,Male,64,No,0,0
6295-OSINB,200,Male,20,Yes,0,2
6296-DDOOR,1505,Female,19,No,0,0
6297-NOOPG,88,Female,41,Yes,0,4
6298-QDFNH,866,Male,48,No,0,0
6300-BWMJX,1599,Female,45,Yes,0,1
6302-JGYRJ,1606,Male,37,No,0,0
6303-KFWSL,271,Female,28,No,0,0
6304-IJFSQ,1526,Male,63,No,0,0
6305-YLBMM,636,Male,50,No,0,0
6308-CQRBU,582,Female,32,Yes,0,7
6311-UEUME,990,Female,37,No,0,0
6313-GIDIT,915,Male,73,No,0,0
6317-YPKDH,879,Female,54,No,0,0
6319-IEJWJ,1585,Male,63,Yes,0,1
6319-QSUSR,1055,Female,57,No,1,0
6322-HRPFA,467,Male,42,Yes,2,3
6322-PJJDJ,1351,Male,58,Yes,0,8
6323-AYBRX,871,Male,51,No,0,0
6326-MTTXK,1383,Male,56,No,0,0
6328-ZPBGN,836,Female,67,No,0,0
6330-JKLPC,714,Male,42,Yes,0,3
6331-EWIEB,1308,Male,49,No,0,0
6331-LWDTQ,1590,Male,49,No,0,0
6332-FBZRI,1559,Male,39,Yes,1,6
6333-YDVLT,1408,Male,61,No,0,0
6338-AVWCY,124,Male,19,No,0,0
6339-DKLMK,945,Female,27,No,0,0
6339-RZCBJ,455,Male,45,No,0,0
6339-TBELP,1503,Male,53,No,0,0
6339-YPSAH,1380,Male,54,No,0,0
6340-DACFT,1576,Female,37,Yes,3,10
6341-AEVKX,871,Female,37,Yes,0,5
6341-JVQGF,288,Female,26,Yes,0,2
6344-SFJVH,373,Female,41,No,0,0
6345-FZOQH,1428,Male,40,Yes,0,3
6345-HOVES,1313,Male,59,No,0,0
6345-ULYRW,1505,Male,68,Yes,0,1
6347-DCUIK,860,Male,28,No,0,0
6348-SNFUS,1042,Male,30,Yes,0,5
6349-JDHQP,1312,Female,62,No,0,0
6350-XFYGW,385,Male,80,No,0,0
6351-SCJKT,213,Male,32,No,0,0
6352-GIGGQ,124,Male,19,No,0,0
6352-TWCAU,698,Female,32,No,0,0
6353-BRMMA,73,Female,62,Yes,3,3
6356-ELRKD,1189,Female,29,No,0,0
6357-JJPQT,1180,Female,48,No,0,0
6358-LYNGM,949,Male,26,No,0,0
6360-SVNWV,665,Female,72,No,0,0
6362-QHAFM,1490,Male,53,Yes,0,1
6365-HITVU,1089,Female,24,Yes,2,5
6365-MTGZX,2,Male,44,No,0,0
6366-XIVKZ,784,Female,40,Yes,3,3
6366-ZGQGL,899,Male,60,No,0,0
6368-NWMCE,1602,Female,61,No,0,0
6368-TZZDT,888,Male,62,Yes,2,8
6369-MCAKO,77,Female,50,Yes,1,4
6370-ZVHDV,137,Female,52,Yes,0,1
6371-NZYEG,1402,Male,38,Yes,0,9
6372-RFVNS,409,Female,55,Yes,0,1
6374-AFWOX,973,Male,23,Yes,0,3
6374-NTQLP,1366,Male,67,Yes,2,4
6376-GAHQE,424,Male,48,No,0,0
6377-KSLXC,1497,Male,31,No,0,0
6377-WHAOX,1063,Female,48,Yes,0,5
6379-RXJRQ,28,Male,42,Yes,0,1
6380-ARCEH,1045,Male,19,No,0,0
6383-ZTSIW,1508,Female,77,Yes,0,6
6384-VMJHP,783,Female,23,No,0,0
6386-SZZKH,182,Female,38,Yes,0,1
6388-TABGU,1388,Male,48,No,0,0
6390-DSAZX,76,Female,21,No,0,0
6393-WRYZE,1293,Female,35,Yes,0,1
6394-HHHZM,1131,Male,27,No,0,0
6394-MFYNG,1594,Female,20,No,0,0
6397-JNZZG,444,Female,70,Yes,0,1
6400-BWQKW,1002,Female,51,No,0,0
6402-EJMWF,913,Male,33,No,0,0
6402-SSEJG,1113,Female,31,No,0,0
6402-ZFPPI,1497,Female,75,No,0,0
6407-GSJNL,1271,Female,56,No,0,0
6407-UTSLV,1205,Female,76,No,0,0
6408-OTUBZ,588,Female,44,No,0,0
6408-WHTEF,68,Male,45,Yes,2,7
6410-LEFEN,1118,Female,38,No,0,0
6413-XKKPU,579,Male,54,Yes,0,1
6416-JNVRK,180,Female,50,No,0,0
6416-TVAIH,597,Male,39,Yes,0,1
6416-YJTTB,1217,Male,20,No,0,0
6418-HNFED,1386,Male,33,Yes,0,1
6418-PIQSP,671,Female,49,Yes,0,6
6419-ZTTLE,1597,Male,69,Yes,0,2
6421-SZVEM,999,Female,30,Yes,1,4
6424-ELEYH,1184,Female,39,Yes,0,1
6425-JWTDV,96,Male,43,Yes,0,5
6425-YQLLO,1509,Female,68,Yes,0,1
6427-FEFIG,235,Female,63,Yes,3,8
6429-SHBCB,1267,Male,54,No,0,0
6432-TWQLB,599,Male,51,Yes,0,1
6434-TTGJP,1378,Male,49,Yes,2,2
6435-SRWBJ,482,Female,21,No,0,0
6435-VWCCY,414,Male,71,Yes,0,3
6437-UDQJM,421,Female,72,Yes,0,5
6437-UKHMV,1466,Female,31,No,0,0
6439-GTPCA,41,Female,29,No,0,0
6439-LAJXL,1390,Male,47,Yes,0,2
6439-PKTRR,567,Female,50,Yes,2,6
6440-DKQGE,725,Male,52,No,0,0
6445-TNRXS,416,Male,61,Yes,1,5
6447-EGDIV,748,Female,23,No,0,0
6447-GORXK,489,Male,20,No,3,0
6457-GIRWB,1426,Male,57,No,0,0
6457-USBER,567,Male,34,No,0,0
6458-CYIDZ,974,Female,72,No,0,0
6461-PPAXN,1223,Female,20,Yes,0,5
6461-SZMCV,1350,Female,46,Yes,0,7
6463-HHXJR,1119,Female,61,Yes,2,5
6463-MVYRY,281,Female,67,No,0,0
6464-KEXXH,1503,Male,55,No,0,0
6465-GSRCL,577,Female,19,No,2,0
6467-CHFZW,591,Male,61,Yes,1,1
6469-MRVET,1469,Male,32,Yes,0,8
6469-QJKZW,1476,Female,35,Yes,0,5
6473-ULUHT,182,Male,22,Yes,2,5
6474-FVJLC,1524,Male,61,No,0,0
6475-VHUIZ,1236,Female,47,Yes,0,6
6476-EPYZR,1261,Male,57,Yes,1,6
6476-YHMGA,1107,Female,63,Yes,1,5
6478-HRRCZ,1213,Male,47,Yes,0,7
6479-OAUSD,539,Male,41,No,0,0
6479-SZPLM,461,Male,26,Yes,2,2
6479-VDGRK,1544,Female,46,Yes,1,0
6480-YAGIY,1231,Male,57,No,0,0
6481-ESCNL,1520,Female,33,No,0,0
6481-LXPWL,1533,Male,61,Yes,1,1
6481-OGDOO,41,Male,31,Yes,0,1
6483-OATDN,556,Male,47,Yes,1,7
6484-LATFU,1305,Male,20,No,0,0
6485-QXWWE,718,Female,51,No,3,0
6486-LHTMA,1091,Female,67,Yes,0,1
6490-FGZAT,1273,Male,33,No,0,0
6496-JDSSB,234,Female,24,No,0,0
6496-SLWHQ,1545,Male,68,No,0,0
6497-TILVL,95,Female,20,Yes,2,1
6500-JVEGC,1345,Male,56,No,0,0
6502-HCJTI,930,Male,78,Yes,0,0
6502-KUGLL,253,Female,29,Yes,2,4
6502-MJQAE,124,Male,27,No,0,0
6504-VBLFL,1576,Male,38,Yes,0,9
6505-OZNPG,1501,Female,21,No,0,0
6506-EYCNH,1488,Female,27,Yes,3,9
6507-DTJZV,1544,Male,50,No,1,0
6507-ZJSUR,974,Male,76,Yes,0,6
6508-NJYRO,1224,Male,36,Yes,0,5
6509-TSGWN,89,Female,42,Yes,2,1
6510-UPNKS,1323,Female,21,No,0,0
6513-EECDB,258,Male,75,Yes,0,0
6516-NKQBO,1607,Male,28,Yes,0,1
6518-KZXCB,506,Male,61,No,0,0
6518-LGAOV,567,Female,60,Yes,0,1
6518-PPLMZ,156,Male,38,Yes,3,8
6519-CFDBX,841,Female,31,No,0,0
6519-ZHPXP,1337,Female,51,Yes,2,1
6521-YYTYI,988,Male,59,No,0,0
6522-OIQSX,532,Female,60,Yes,3,4
6522-YRBXD,1561,Male,68,Yes,0,3
6527-PZFPV,421,Male,19,Yes,2,6
6532-YLWSI,1593,Female,25,Yes,0,1
6537-OTKMY,1027,Male,52,No,0,0
6537-QLGEX,1093,Female,34,No,0,0
6538-POCHL,1546,Male,59,No,0,0
6542-LWGXJ,507,Male,46,Yes,0,1
6543-CPZMK,878,Male,32,Yes,0,1
6543-JXSOO,1049,Female,30,Yes,0,5
6543-XRMYR,37,Female,73,No,0,0
6546-OPBBH,1498,Male,40,Yes,3,1
6549-BTYPG,1090,Female,19,Yes,0,5
6549-NNDYT,1403,Female,59,No,0,0
6549-YMFAW,15,Male,70,Yes,0,1
6551-GNYDG,1608,Female,33,Yes,1,7
6551-VLJMV,1164,Male,44,Yes,0,6
6551-ZCOTS,1196,Male,73,No,0,0
6556-DBKZF,1134,Female,38,Yes,1,6
6557-BZXLQ,991,Male,66,No,0,0
6559-ILWKJ,266,Male,44,Yes,0,1
6559-PDZLR,97,Male,26,No,0,0
6559-RAKOZ,807,Male,61,Yes,1,7
6563-VNPMN,1073,Female,80,No,0,0
6563-VRERX,567,Male,63,Yes,0,2
6567-HOOPW,140,Female,69,No,0,0
6568-POCUI,987,Female,51,Yes,0,3
6569-KTMDU,1336,Female,28,No,0,0
6572-ADKRS,162,Female,19,No,0,0
6574-MCOEH,289,Female,47,Yes,2,2
6575-SUVOI,65,Female,65,Yes,0,9
6576-FBXOJ,983,Male,29,Yes,0,5
6578-KRMAW,92,Male,22,No,0,0
6579-JPICP,1183,Male,31,No,0,0
6581-NQCBA,184,Female,36,Yes,0,1
6582-OIVSP,1603,Female,25,No,0,0
6582-PLFUU,290,Male,40,Yes,1,1
6583-KQJLK,852,Female,66,Yes,0,5
6583-QGCSI,1609,Female,79,Yes,0,1
6583-SZVGP,122,Male,59,No,0,0
6584-VQMYT,1019,Male,19,No,2,0
6585-WCEWR,862,Male,24,Yes,1,1
6586-MYGKD,872,Male,46,Yes,0,1
6586-PSJOX,1610,Male,62,No,2,0
6591-QGOYB,491,Male,29,No,0,0
6595-COKXZ,577,Female,63,No,0,0
6595-YGXIT,644,Male,71,No,0,0
6598-KELSS,1118,Male,40,No,3,0
6598-RFFVI,1104,Male,56,No,0,0
6599-CEBNN,76,Female,63,No,0,0
6599-GZWCM,533,Female,39,No,0,0
6599-RCLCJ,89,Male,54,Yes,0,1
6599-SFQVE,151,Female,27,No,0,0
6603-QWSPR,1462,Female,20,No,0,0
6603-YRDCJ,1554,Male,19,Yes,0,3
6608-QQLVK,308,Male,35,No,0,0
6609-MXJHJ,1608,Female,39,Yes,2,6
6614-FHDBO,1334,Male,49,No,0,0
6614-VBEGU,892,Female,23,Yes,0,8
6614-YOLAC,1552,Female,31,Yes,0,3
6614-YWYSC,312,Male,68,Yes,0,5
6615-NGGZJ,137,Male,56,No,0,0
6615-ZGEDR,925,Male,42,No,0,0
6616-AALSR,1282,Female,23,Yes,1,5
6617-WLBQC,255,Female,51,Yes,3,3
6618-RYATB,55,Female,56,No,0,0
6619-RPLQZ,454,Female,24,Yes,1,2
6620-HVDUJ,1458,Male,50,No,0,0
6620-JDYNW,332,Female,64,No,0,0
6621-NRZAK,1177,Female,40,Yes,2,7
6621-YOBKI,794,Male,46,No,0,0
6624-JDRDS,538,Female,22,No,0,0
6625-FLENO,1487,Male,31,Yes,0,9
6625-IUTTT,682,Male,29,No,0,0
6625-UTXEW,298,Female,26,Yes,0,1
6627-CFOSN,430,Female,54,No,0,0
6629-CZTTH,1174,Male,62,No,0,0
6629-LADHQ,304,Female,42,No,0,0
6630-UJZMY,1533,Female,73,Yes,0,10
6631-HMANX,292,Male,39,Yes,0,10
6633-MPWBS,475,Male,47,No,0,0
6633-SYEUS,689,Female,23,No,0,0
6635-CPNUN,125,Male,25,Yes,0,10
6635-MYYYZ,1366,Female,59,No,0,0
6637-KYRCV,171,Female,22,Yes,1,1
6641-XRPSU,634,Female,61,No,0,0
6645-MXQJT,222,Male,40,Yes,1,10
6646-JPPHA,1611,Female,76,No,0,0
6646-QVXLR,8,Male,77,Yes,0,1
6646-VRFOL,1456,Male,74,Yes,0,1
6647-ZEDXT,1419,Female,19,No,0,0
6648-INWPS,894,Male,30,Yes,3,4
6650-BWFRT,69,Female,43,Yes,0,1
6650-VJONK,725,Male,54,No,0,0
6651-AZVTJ,1521,Male,27,Yes,0,1
6651-RLGGM,1462,Male,54,Yes,2,2
6652-YFFJO,99,Female,42,No,0,0
6653-CBBOM,982,Female,57,No,0,0
6654-QGBZZ,401,Female,21,No,0,0
6655-LHBYW,1385,Male,46,No,0,0
6656-GULJQ,1323,Male,25,Yes,2,4
6656-JWRQX,795,Female,60,No,0,0
6661-EIPZC,1549,Female,38,Yes,1,6
6661-HBGWL,1612,Female,69,No,0,0
6663-JOCQO,376,Male,55,Yes,0,7
6664-FPDAC,736,Female,77,No,0,0
6668-CNMFP,1425,Female,24,Yes,3,1
6670-MFRPK,517,Male,53,Yes,1,5
6671-NGWON,1391,Female,43,No,0,0
6674-KVJHG,1510,Female,50,No,0,0
6680-NENYN,76,Female,24,No,0,0
6680-WKXRZ,1595,Female,32,No,0,0
6681-ZSEXG,311,Male,34,Yes,0,9
6682-QJDGB,177,Male,20,No,1,0
6682-VCIXC,738,Female,61,Yes,0,2
6683-VLCTZ,41,Male,73,No,0,0
6685-GBWJZ,166,Male,59,Yes,0,6
6685-XSHHU,1540,Male,45,Yes,2,9
6686-YPGHK,1608,Male,65,No,0,0
6688-UZPWD,1560,Female,36,Yes,0,1
6689-KXGBO,511,Female,36,No,0,0
6689-TCZHQ,178,Female,70,No,0,0
6689-VRRTK,5,Female,71,No,0,0
6691-CCIHA,1445,Female,46,Yes,0,1
6692-UDPJC,574,Female,61,Yes,1,1
6692-YQHXC,1573,Male,43,No,0,0
6693-DJWTY,1045,Female,46,No,3,0
6693-FRIRW,492,Male,61,No,0,0
6695-AMZUF,321,Female,31,Yes,0,0
6695-FRVEC,938,Male,60,Yes,0,1
6696-YDAYZ,1185,Male,30,Yes,2,3
6698-OXETB,1445,Male,60,No,0,0
6701-DHKWQ,709,Female,38,Yes,0,10
6701-YVNQG,125,Male,63,Yes,0,4
6702-OHFWR,1216,Male,75,No,0,0
6704-UTUKK,952,Male,43,Yes,0,3
6705-LNMDD,752,Male,38,No,0,0
6705-LXORM,671,Female,79,Yes,0,1
6710-HSJRD,975,Male,48,Yes,0,8
6711-FLDFB,78,Female,62,No,0,0
6711-VTNRE,1613,Female,42,No,0,0
6712-OAWRH,895,Female,79,No,0,0
6713-OKOMC,1344,Female,42,No,0,0
6715-OFDBP,1513,Male,52,No,0,0
6718-BDGHG,433,Female,64,Yes,0,6
6719-FGEDO,969,Female,27,Yes,0,1
6719-OXYBR,1091,Male,41,No,0,0
6723-CEGQI,1126,Female,33,No,2,0
6723-WSNTY,780,Female,73,Yes,0,3
6725-TPKJO,1564,Male,28,No,0,0
6726-NNFWD,1101,Female,74,Yes,0,10
6726-WEXXK,1461,Male,72,Yes,0,7
6727-IOTLZ,468,Male,48,Yes,0,3
6728-CZFEI,1614,Female,28,No,0,0
6728-DKUCO,1214,Female,25,Yes,0,1
6728-VOIFY,820,Female,20,Yes,0,5
6728-WYQBC,124,Male,52,No,0,0
6729-FZWSY,354,Male,45,No,0,0
6729-GDNGC,875,Female,71,No,0,0
6732-FZUGP,119,Female,30,No,0,0
6732-VAILE,1488,Male,33,Yes,0,10
6733-LRIZX,148,Male,42,No,0,0
6734-CKRSM,1213,Female,38,No,0,0
6734-FQAJX,893,Male,65,No,0,0
6734-GMPVK,1580,Male,34,No,0,0
6734-JDTTV,846,Male,55,Yes,1,5
6734-PSBAW,1089,Male,46,Yes,0,1
6736-DHUQI,360,Female,64,Yes,3,5
6738-ISCBM,1352,Male,55,No,0,0
6741-EGCBI,1547,Male,69,No,0,0
6741-QRLUP,1459,Female,50,No,0,0
6743-HHQPF,318,Male,26,Yes,0,5
6745-JEFZB,1482,Male,64,Yes,0,2
6746-WAUWT,112,Male,62,No,0,0
6749-UTDVX,1356,Male,64,No,0,0
6752-APNJL,16,Male,30,Yes,1,7
6754-LZUKA,124,Male,29,Yes,0,1
6754-WKSHP,672,Male,61,No,2,0
6762-NSODU,166,Female,46,Yes,3,9
6762-QVYJO,845,Female,25,Yes,3,8
6765-MBQNU,704,Female,56,Yes,0,7
6766-HFKLA,850,Female,60,Yes,0,10
6769-DCQLI,1130,Male,21,No,0,0
6769-DYBQN,549,Male,77,No,0,0
6770-UAYGJ,1184,Female,23,Yes,2,8
6770-XUAGN,55,Female,30,Yes,0,1
6771-XWBDM,391,Female,47,Yes,0,1
6772-KSATR,1066,Male,31,No,0,0
6772-WFQRD,1034,Male,58,No,3,0
6773-LQTVT,1392,Female,67,Yes,1,8
6776-TLWOI,135,Male,29,No,0,0
6777-TGHTM,1437,Female,44,No,0,0
6778-EICRF,156,Male,57,Yes,1,9
6778-JFCMK,1204,Male,28,No,0,0
6778-YSNIH,801,Female,63,No,0,0
6784-XYJAE,313,Female,38,No,0,0
6786-OBWQR,1387,Female,20,Yes,2,8
6789-HJBWG,135,Female,20,No,0,0
6791-YBNAK,435,Male,26,Yes,2,9
6794-HKIAJ,1087,Male,44,No,0,0
6797-LNAQX,302,Male,34,Yes,0,1
6797-UCJHZ,1145,Female,74,Yes,0,7
6804-GDMOI,1022,Female,39,No,0,0
6806-YDEUL,908,Female,67,No,0,0
6807-SIWJI,130,Male,47,No,0,0
6810-VCAEX,437,Female,57,No,0,0
6813-GZQCG,202,Female,21,Yes,1,5
6814-ZPWFQ,1092,Male,67,No,0,0
6815-ABQFQ,1525,Male,53,Yes,0,1
6817-WTYHE,662,Male,56,No,0,0
6818-DJXAA,1326,Female,43,No,3,0
6818-WOBHJ,175,Female,70,Yes,0,1
6821-BUXUX,88,Female,28,No,0,0
6821-JPCDC,366,Female,29,Yes,0,4
6823-SIDFQ,581,Male,58,No,0,0
6825-UYPFK,1615,Female,47,No,0,0
6827-IEAUQ,776,Female,46,Yes,0,5
6828-HMKWP,1294,Male,24,Yes,1,3
6833-JMZYP,542,Female,54,No,0,0
6834-NXDCA,250,Female,30,No,0,0
6837-BJYDQ,59,Male,42,No,0,0
6837-HAEVO,638,Male,47,Yes,2,9
6838-HVLXG,1540,Female,26,No,0,0
6838-YAUVY,334,Female,26,No,0,0
6839-ITVZJ,802,Female,35,Yes,0,1
6840-RESVB,1340,Male,38,Yes,2,1
6844-DZKRF,762,Male,61,No,0,0
6845-RGTYS,128,Female,29,Yes,0,1
6847-KJLTS,1,Female,72,Yes,0,8
6848-HJTXY,690,Female,41,Yes,0,8
6848-YLDFR,775,Male,54,Yes,2,9
6849-OYAMU,1316,Male,56,Yes,0,1
